Node Number,Height,Location,Area,Mass Flow,Pressure,Velocity,Velocity.Curl,Velocity.Helicity,Wall Shear,X,Y,Z
212,Low,RSU,1.60759740e-07,-1.19752740e-05,1.60000000e+04,6.95711607e-03,1.92331123e+01,-2.40300596e-03,null,4.04520258e-02,1.19742885e-01,-1.31722977e-02
213,Low,RSU,1.09880631e-07,-1.54013196e-05,1.60000254e+04,0.00000000e+00,1.45240879e+01,0.00000000e+00,1.39389172e-01,4.49014604e-02,1.17579326e-01,-1.20230019e-02
214,Low,RSU,1.04722325e-07,-1.54355166e-05,1.60000342e+04,0.00000000e+00,2.21492443e+01,0.00000000e+00,1.88563257e-01,4.58312929e-02,1.17390670e-01,-1.24875316e-02
215,Low,RSU,2.19082011e-07,-1.89799612e-05,1.60000000e+04,6.82501588e-03,2.66341228e+01,2.93575600e-03,null,4.57470790e-02,1.17481872e-01,-1.26436856e-02
216,Low,RSU,2.29149251e-07,-1.84752880e-05,1.60000000e+04,4.68382286e-03,1.76177254e+01,1.31385680e-03,null,4.48485166e-02,1.17669672e-01,-1.22094499e-02
217,Low,RSU,9.83648931e-08,-2.58957903e-06,1.60000176e+04,0.00000000e+00,9.21234131e+00,0.00000000e+00,1.04764350e-01,4.39050868e-02,1.17865674e-01,-1.17504038e-02
218,Low,RSU,2.06305614e-07,-3.69120244e-06,1.60000000e+04,2.92434217e-03,1.12316151e+01,7.56260997e-05,null,4.39139754e-02,1.17933400e-01,-1.19408127e-02
219,Low,RSU,2.41455524e-07,-6.25305347e-06,1.60000000e+04,1.43529754e-02,3.30394440e+01,-9.06988233e-03,null,4.56431136e-02,1.17589168e-01,-1.28223002e-02
220,Low,RSU,2.52974814e-07,-4.44198486e-06,1.60000000e+04,1.00025199e-02,2.29019604e+01,-3.05487681e-03,null,4.47858572e-02,1.17775239e-01,-1.24264993e-02
221,Low,RSU,2.28989563e-07,-1.74682191e-06,1.60000000e+04,6.21741172e-03,1.50476370e+01,-1.53200119e-03,null,4.39002588e-02,1.18020557e-01,-1.21596213e-02
222,Low,RSU,7.75600171e-08,-4.30387263e-06,1.60000137e+04,0.00000000e+00,6.98755074e+00,0.00000000e+00,8.88207257e-02,4.30365093e-02,1.18183859e-01,-1.16961533e-02
223,Low,RSU,1.64337649e-07,-1.25434635e-05,1.60000000e+04,1.94842496e-03,8.37128448e+00,2.66775023e-05,null,4.30638194e-02,1.18235610e-01,-1.18630314e-02
224,Low,RSU,1.83386675e-07,-9.85623410e-06,1.60000000e+04,4.05208906e-03,1.09430695e+01,-2.42089620e-04,null,4.30915840e-02,1.18298113e-01,-1.20591372e-02
225,Low,RSU,9.43203275e-08,-2.60462639e-06,1.60000518e+04,0.00000000e+00,7.72314377e+01,0.00000000e+00,5.25064707e-01,4.81119938e-02,1.18213117e-01,-1.70643292e-02
226,Low,RSU,1.98390126e-07,-4.56000907e-06,1.60000000e+04,2.16485243e-02,8.69298172e+01,3.14024687e-02,null,4.79330607e-02,1.18263222e-01,-1.70118585e-02
227,Low,RSU,2.19631886e-07,-3.89762863e-06,1.60000000e+04,4.39040996e-02,9.44247208e+01,-1.18299723e-01,null,4.77230512e-02,1.18329108e-01,-1.69691909e-02
228,Low,RSU,1.13244653e-07,-1.40209977e-06,1.60000684e+04,0.00000000e+00,6.40807724e+01,0.00000000e+00,4.50307012e-01,4.80463989e-02,1.17854014e-01,-1.60354860e-02
229,Low,RSU,2.36511454e-07,-2.38217626e-06,1.60000000e+04,2.01302618e-02,7.31756363e+01,3.14700007e-02,null,4.78514284e-02,1.17931120e-01,-1.60385091e-02
230,Low,RSU,1.14089588e-07,-3.99294913e-06,1.60000674e+04,0.00000000e+00,5.09160194e+01,0.00000000e+00,3.69814605e-01,4.77954596e-02,1.17554888e-01,-1.49738947e-02
231,Low,RSU,2.38732753e-07,-7.59183240e-06,1.60000000e+04,1.64993741e-02,5.94017105e+01,2.67343819e-02,null,4.76110317e-02,1.17643230e-01,-1.50179714e-02
232,Low,RSU,2.60049092e-07,-1.98331190e-06,1.60000000e+04,4.09101844e-02,8.18673172e+01,-1.31810427e-01,null,4.76239882e-02,1.18021153e-01,-1.60422791e-02
233,Low,RSU,2.62525361e-07,-4.11338988e-06,1.60000000e+04,3.39289159e-02,7.00410843e+01,-7.40272999e-02,null,4.73984443e-02,1.17747806e-01,-1.50760971e-02
234,Low,RSU,1.02392136e-07,-3.03272213e-06,1.60000449e+04,0.00000000e+00,3.02966232e+01,0.00000000e+00,2.42586166e-01,4.66706529e-02,1.17309965e-01,-1.31464899e-02
235,Low,RSU,1.06886674e-07,-4.11612518e-06,1.60000547e+04,0.00000000e+00,3.95495262e+01,0.00000000e+00,2.97914237e-01,4.73395884e-02,1.17365509e-01,-1.39922537e-02
236,Low,RSU,2.23232419e-07,-8.12177404e-06,1.60000000e+04,1.24216676e-02,4.69141197e+01,1.67317092e-02,null,4.71841730e-02,1.17457919e-01,-1.40774408e-02
237,Low,RSU,2.13793413e-07,-5.09065512e-06,1.60000000e+04,9.25670471e-03,3.62251472e+01,8.60474259e-03,null,4.65511195e-02,1.17401488e-01,-1.32667068e-02
238,Low,RSU,2.46044607e-07,-5.65178925e-06,1.60000000e+04,2.59659886e-02,5.75286179e+01,-3.03170085e-02,null,4.70050350e-02,1.17566153e-01,-1.41802076e-02
239,Low,RSU,2.35854429e-07,-5.18848537e-06,1.60000000e+04,1.93716250e-02,4.46553688e+01,-1.43607259e-02,null,4.64108512e-02,1.17508315e-01,-1.34062339e-02
0,Neutral,IN,1.77514880e-06,4.84331365e-04,1.60352969e+04,3.97670150e-01,5.19462433e+01,1.66474228e+01,null,4.31964500e-03,-1.66403132e-20,4.25029965e-03
1,Neutral,IN,2.24980022e-06,6.00039959e-04,1.60228047e+04,3.96477997e-01,4.83495789e+01,1.44378700e+01,null,2.35154643e-03,-1.33582439e-20,5.23916213e-03
2,Neutral,IN,4.36351093e-06,5.66879287e-04,1.59986582e+04,3.90080601e-01,7.76638412e+01,2.20467453e+01,null,1.88716454e-03,-6.35231219e-20,3.73566849e-03
3,Neutral,IN,2.35959283e-06,2.73408601e-04,1.60100596e+04,3.98012996e-01,7.47995071e+01,2.26260414e+01,null,3.51517089e-03,-6.04040047e-20,3.21643148e-03
4,Neutral,IN,4.28074964e-06,1.69179833e-03,1.59960352e+04,3.85145813e-01,9.11374054e+01,2.44479580e+01,null,3.59768351e-03,-4.65681509e-18,4.51734115e-04
5,Neutral,IN,4.46561080e-06,8.38080479e-04,1.59676328e+04,3.42830628e-01,1.24799835e+02,3.46130104e+01,null,1.47149351e-03,-7.30166182e-19,-2.23509142e-05
6,Neutral,IN,2.51499796e-06,8.54234677e-04,1.59780576e+04,3.83359045e-01,1.07506546e+02,2.72418652e+01,null,2.12174212e-03,-5.63927942e-18,-2.46876432e-03
7,Neutral,IN,1.79038295e-06,1.60919863e-03,1.59949541e+04,3.94342095e-01,8.47778854e+01,2.11216774e+01,null,3.83106153e-03,-6.89655632e-18,-1.76739378e-03
8,Neutral,IN,4.64557706e-06,6.52358693e-04,1.59986514e+04,3.90255958e-01,8.25602875e+01,2.36571445e+01,null,-1.49415375e-03,1.77212869e-22,3.76710389e-03
9,Neutral,IN,2.34998606e-06,6.52518764e-04,1.60262910e+04,3.96100730e-01,4.62449493e+01,1.14505301e+01,null,-2.09114724e-03,-4.21937681e-21,5.21240290e-03
10,Neutral,IN,1.90081005e-06,5.21397567e-04,1.60314775e+04,3.97371799e-01,5.26332321e+01,1.29648581e+01,null,-4.15923493e-03,2.98896080e-21,4.25443659e-03
11,Neutral,IN,2.56416320e-06,3.36066267e-04,1.60037539e+04,3.97899717e-01,8.54085999e+01,2.47510529e+01,null,-3.39587429e-03,5.76164457e-21,3.13880085e-03
12,Neutral,IN,9.02475108e-07,3.53878480e-04,1.60337490e+04,3.99498045e-01,5.86131859e+01,1.81745930e+01,null,-5.12149045e-03,7.52554543e-21,3.59602505e-03
13,Neutral,IN,1.83667976e-06,3.96013726e-04,1.60213086e+04,3.97788972e-01,5.81410866e+01,2.03051186e+01,null,-5.28264139e-03,1.05024214e-20,2.48886016e-03
14,Neutral,IN,1.71986358e-06,2.16955494e-04,1.59993633e+04,3.95896405e-01,8.88297043e+01,2.72265816e+01,null,-3.83053557e-03,9.07226897e-21,2.27750209e-03
15,Neutral,IN,4.73399405e-06,2.78108695e-04,1.59759717e+04,3.60620916e-01,1.35745544e+02,3.83685455e+01,null,1.99924936e-04,-5.53307574e-20,1.96077302e-03
16,Neutral,IN,1.93246501e-06,5.84498863e-04,1.60066650e+04,3.96370798e-01,6.52378311e+01,1.85486469e+01,null,1.47927887e-04,-8.85550322e-21,4.99068620e-03
17,Neutral,IN,3.22729647e-06,6.08317903e-04,1.59754336e+04,3.73410940e-01,1.18248886e+02,3.40650444e+01,null,-2.32413178e-03,1.59748658e-20,3.90008121e-04
18,Neutral,IN,4.31001126e-06,1.38758362e-04,1.59672588e+04,3.16715866e-01,1.47470474e+02,4.27722969e+01,null,-7.31423905e-04,-6.67589865e-19,3.91264730e-05
19,Neutral,IN,3.91534559e-06,1.31913286e-04,1.59664131e+04,2.86886573e-01,1.49008667e+02,4.18112297e+01,null,1.62289143e-04,-4.96871471e-19,6.12170552e-04
20,Neutral,IN,2.05276365e-06,6.18279504e-04,1.59866357e+04,3.91387254e-01,9.51110001e+01,2.90667019e+01,null,-3.72339226e-03,1.03624260e-20,1.70197280e-03
21,Neutral,IN,1.66283064e-06,1.08614715e-03,1.60159141e+04,3.93122822e-01,6.87883530e+01,1.56316690e+01,null,4.24793223e-03,-9.56592854e-18,-1.99467922e-03
22,Neutral,IN,2.29333568e-06,1.12289086e-03,1.60300713e+04,3.95410895e-01,6.25259476e+01,1.20815220e+01,null,5.07552223e-03,-7.79016202e-18,1.19160977e-04
23,Neutral,IN,1.63636321e-06,6.51225564e-04,1.60210635e+04,3.95233244e-01,4.70386543e+01,1.29057169e+01,null,1.41322656e-04,-8.85110478e-21,5.52586280e-03
24,Neutral,IN,1.80048380e-06,3.89004155e-04,1.60441680e+04,3.97459567e-01,6.03530540e+01,1.22201834e+01,null,5.28133847e-03,-3.20098797e-18,2.39809579e-03
25,Neutral,IN,8.66617597e-07,2.94008700e-04,1.60487959e+04,3.99507880e-01,5.79898033e+01,1.49992199e+01,null,5.20415697e-03,-1.73752212e-20,3.56204226e-03
26,Neutral,IN,2.43381351e-06,1.88417354e-04,1.60136523e+04,3.96778107e-01,7.94507751e+01,2.24438705e+01,null,4.04939009e-03,-1.53436503e-18,2.31640507e-03
27,Neutral,IN,8.91998980e-07,2.94624624e-04,1.60344033e+04,3.99337709e-01,7.11887665e+01,2.03555241e+01,null,1.40412953e-06,-9.32646205e-20,-5.36577497e-03
28,Neutral,IN,1.76172932e-06,4.43374360e-04,1.60240645e+04,3.96696687e-01,6.74918900e+01,2.13580894e+01,null,1.03727367e-03,-4.14056836e-18,-4.95316600e-03
29,Neutral,IN,2.18905984e-06,2.43913295e-04,1.59988789e+04,3.97382319e-01,9.64823685e+01,2.91448288e+01,null,5.36825974e-04,-1.79680462e-18,-3.69677460e-03
30,Neutral,IN,2.18888090e-06,1.37860654e-04,1.59981475e+04,3.93122703e-01,1.03202576e+02,3.13340397e+01,null,-3.84813931e-04,-6.05522420e-19,-3.55166732e-03
31,Neutral,IN,2.02205183e-06,2.95723759e-04,1.60264453e+04,3.96398365e-01,7.37094650e+01,1.94926777e+01,null,-1.03471859e-03,-3.36684772e-20,-4.84519964e-03
32,Neutral,IN,1.87826458e-06,8.71472294e-04,1.59948047e+04,3.91845942e-01,9.91168060e+01,2.92591515e+01,null,-2.35805637e-03,2.53159208e-20,-2.78342934e-03
33,Neutral,IN,1.96443716e-06,9.61516867e-04,1.60130430e+04,3.93744916e-01,7.26966858e+01,2.05208969e+01,null,-2.88171624e-03,2.77273268e-20,-3.53323156e-03
34,Neutral,IN,3.47935452e-06,1.30439585e-04,1.59819756e+04,3.73220801e-01,1.17891685e+02,3.65782471e+01,null,-1.27012981e-03,-4.78688542e-19,-2.58068484e-03
35,Neutral,IN,2.07180756e-06,4.48665407e-04,1.60150371e+04,3.94711167e-01,6.76623535e+01,1.95878792e+01,null,2.88824155e-03,-9.06200267e-18,-3.76704382e-03
36,Neutral,IN,1.83237762e-06,2.45801377e-04,1.59922861e+04,3.93204063e-01,9.86457672e+01,2.85383320e+01,null,2.00113957e-03,-5.82967283e-18,-2.83224951e-03
37,Neutral,IN,1.44497085e-06,1.02337508e-03,1.60079258e+04,3.94309938e-01,6.58043213e+01,1.98372841e+01,null,-4.29516891e-03,2.63233315e-20,-1.77374203e-03
38,Neutral,IN,1.37033635e-06,8.73666781e-04,1.59932705e+04,3.96009713e-01,8.71518021e+01,2.57538280e+01,null,-3.86493467e-03,2.54792518e-20,-1.50594930e-03
39,Neutral,IN,1.28564488e-06,6.12155243e-04,1.59998174e+04,3.96013469e-01,7.13838272e+01,2.27039661e+01,null,-4.90694679e-03,1.88596776e-20,3.53885203e-04
40,Neutral,IN,1.85654960e-06,6.02193642e-04,1.59886172e+04,3.94066840e-01,8.40942917e+01,2.56568470e+01,null,-3.73305473e-03,2.37136574e-20,-8.25546624e-04
41,Neutral,IN,1.46857678e-06,3.56500037e-04,1.60113574e+04,3.94813716e-01,5.78281517e+01,1.97980251e+01,null,-5.17076906e-03,1.82994889e-20,2.88024836e-04
42,Neutral,IN,5.94639744e-07,5.61617198e-04,1.60440566e+04,0.00000000e+00,2.99343658e+02,0.00000000e+00,4.67887306e+00,1.45688711e-03,-1.46644366e-17,-6.84318133e-03
43,Neutral,IN,7.47826448e-07,3.70936323e-04,1.60356660e+04,0.00000000e+00,3.10734894e+02,0.00000000e+00,5.23850060e+00,3.90446605e-03,-2.77555756e-17,-5.23744663e-03
44,Neutral,IN,1.51716245e-06,7.13529706e-04,1.60333027e+04,3.94688666e-01,1.65127182e+02,9.47108746e+00,null,3.59380618e-03,-2.23348725e-17,-4.82509052e-03
45,Neutral,IN,1.18922412e-06,9.10343835e-04,1.60418926e+04,3.97513151e-01,1.68431198e+02,1.45434895e+01,null,1.27941172e-03,-1.10534904e-17,-6.32229773e-03
46,Neutral,IN,8.62196657e-07,9.79643431e-04,1.60600029e+04,3.99009287e-01,1.45869247e+02,1.35260715e+01,null,-5.40003668e-07,-1.73951074e-20,-6.88538654e-03
47,Neutral,IN,4.41936891e-07,4.77962836e-04,1.60660449e+04,0.00000000e+00,2.53804871e+02,0.00000000e+00,4.66098261e+00,4.96762589e-17,0.00000000e+00,-7.50100706e-03
48,Neutral,IN,1.56528336e-06,5.79241430e-04,1.60266006e+04,3.94596159e-01,3.58435516e+01,1.33900518e+01,null,3.26386816e-03,-1.61239901e-17,-4.32965392e-03
49,Neutral,IN,1.22636629e-06,5.81971719e-04,1.60350771e+04,3.97470146e-01,4.71699333e+01,1.75014973e+01,null,1.16605824e-03,-7.81804710e-18,-5.68280974e-03
50,Neutral,IN,8.89115540e-07,7.45071215e-04,1.60469590e+04,3.99019450e-01,5.17266579e+01,1.68994427e+01,null,-1.18910400e-07,-4.79069504e-20,-6.17646379e-03
51,Neutral,IN,1.32051400e-06,6.39200967e-04,1.60433975e+04,3.97241116e-01,4.32792664e+01,1.25152693e+01,null,-1.18459691e-03,-1.59009656e-20,-5.60393557e-03
52,Neutral,IN,1.28770591e-06,6.89124048e-04,1.60570742e+04,3.97287726e-01,1.27220757e+02,1.07856979e+01,null,-1.31438067e-03,-4.95068970e-21,-6.26890687e-03
53,Neutral,IN,8.53392976e-07,5.37009677e-04,1.60741436e+04,3.99233997e-01,1.45744659e+02,1.34251175e+01,null,6.48963591e-03,-8.22546462e-21,4.32882179e-03
54,Neutral,IN,4.36571497e-07,2.80417415e-04,1.60806484e+04,0.00000000e+00,2.53466370e+02,0.00000000e+00,4.68491077e+00,7.01029692e-03,0.00000000e+00,4.64118365e-03
55,Neutral,IN,5.95229949e-07,2.22426999e-04,1.60537676e+04,0.00000000e+00,3.00562134e+02,0.00000000e+00,4.61061192e+00,5.71424281e-03,0.00000000e+00,5.57148457e-03
56,Neutral,IN,1.19154834e-06,5.29376499e-04,1.60520645e+04,3.98090422e-01,1.72477600e+02,1.40579557e+01,null,5.35605103e-03,-6.41337322e-21,5.15733194e-03
57,Neutral,IN,8.05402237e-07,4.05811239e-04,1.60642100e+04,0.00000000e+00,3.00572479e+02,0.00000000e+00,5.78839016e+00,6.94389036e-03,-2.77555756e-17,-8.33611048e-05
58,Neutral,IN,6.32928277e-07,2.81519606e-04,1.60860840e+04,0.00000000e+00,2.64634674e+02,0.00000000e+00,5.20043087e+00,7.16498494e-03,-1.46622578e-17,2.98137823e-03
59,Neutral,IN,1.26041584e-06,4.58640512e-04,1.60774268e+04,3.97958606e-01,1.20911659e+02,8.84664345e+00,null,6.61494816e-03,-1.07884014e-17,2.87390384e-03
60,Neutral,IN,1.63210780e-06,7.29270629e-04,1.60582559e+04,3.95288169e-01,1.42473740e+02,4.12615967e+00,null,6.40806789e-03,-2.19595178e-17,4.79392747e-06
61,Neutral,IN,8.80037817e-07,4.97905363e-04,1.60608750e+04,3.99264932e-01,4.78384628e+01,1.24251499e+01,null,5.88990794e-03,-1.07889119e-20,3.97030869e-03
62,Neutral,IN,1.22778533e-06,5.54840080e-04,1.60459922e+04,3.98120284e-01,4.35091515e+01,1.41889000e+01,null,4.87184711e-03,-1.03370903e-20,4.73351311e-03
63,Neutral,IN,1.29255511e-06,4.14675567e-04,1.60613730e+04,3.98002565e-01,4.21914215e+01,6.92592859e+00,null,5.99206379e-03,-7.23961211e-18,2.65032495e-03
64,Neutral,IN,1.68093845e-06,5.58848376e-04,1.60456016e+04,3.95283461e-01,3.59612503e+01,5.50300264e+00,null,5.78371668e-03,-1.53238120e-17,5.70088087e-05
65,Neutral,IN,7.73164288e-07,4.08738124e-04,1.60436191e+04,0.00000000e+00,3.12118805e+02,0.00000000e+00,5.61844921e+00,5.80504676e-03,-2.77555756e-17,-2.91888649e-03
66,Neutral,IN,1.56440092e-06,7.33885041e-04,1.60397275e+04,3.94489646e-01,1.55436615e+02,7.08503342e+00,null,5.35206217e-03,-2.24653089e-17,-2.65018526e-03
67,Neutral,IN,1.61039304e-06,5.69424126e-04,1.60299717e+04,3.94407451e-01,3.96405220e+01,1.01782751e+01,null,4.83435718e-03,-1.64194921e-17,-2.34323763e-03
68,Neutral,IN,7.59391185e-07,1.78764909e-04,1.60390146e+04,0.00000000e+00,3.02388763e+02,0.00000000e+00,5.05423737e+00,3.08618904e-03,0.00000000e+00,6.89315796e-03
69,Neutral,IN,1.54044778e-06,4.17953444e-04,1.60378535e+04,3.96113455e-01,1.63135559e+02,8.65515804e+00,null,2.88783666e-03,-3.86506523e-21,6.40922459e-03
70,Neutral,IN,1.58928265e-06,4.89296508e-04,1.60330293e+04,3.96177530e-01,2.85065250e+01,1.12693996e+01,null,2.63638841e-03,-8.30310651e-21,5.86216943e-03
71,Neutral,IN,8.75511887e-07,4.42287128e-04,1.60539180e+04,3.99225265e-01,1.49762695e+02,1.21794548e+01,null,-6.46498660e-03,2.17253515e-21,4.33980580e-03
72,Neutral,IN,4.49152651e-07,1.96923560e-04,1.60580049e+04,0.00000000e+00,2.46214981e+02,0.00000000e+00,4.33793879e+00,-7.01029692e-03,0.00000000e+00,4.64118365e-03
73,Neutral,IN,6.08918526e-07,1.83363707e-04,1.60330469e+04,0.00000000e+00,2.87558105e+02,0.00000000e+00,4.32448006e+00,-7.16849323e-03,0.00000000e+00,3.05009051e-03
74,Neutral,IN,1.21829862e-06,4.16548108e-04,1.60333398e+04,3.98127794e-01,1.72623672e+02,1.35413532e+01,null,-6.61786972e-03,3.03777011e-21,2.94593954e-03
75,Neutral,IN,8.13884753e-07,1.88370468e-04,1.60528633e+04,0.00000000e+00,2.89405151e+02,0.00000000e+00,5.45784664e+00,-2.89163273e-03,0.00000000e+00,6.94615860e-03
76,Neutral,IN,6.44076010e-07,1.91745494e-04,1.60647080e+04,0.00000000e+00,2.56810120e+02,0.00000000e+00,4.88287830e+00,-5.63945202e-03,0.00000000e+00,5.61215263e-03
77,Neutral,IN,1.28124134e-06,3.80398531e-04,1.60583906e+04,3.97911608e-01,1.26959274e+02,9.07622528e+00,null,-5.26856678e-03,8.56594295e-22,5.17931534e-03
78,Neutral,IN,1.64979167e-06,3.63234663e-04,1.60478945e+04,3.95882070e-01,1.43810852e+02,5.61150360e+00,null,-2.69035227e-03,-1.23345524e-21,6.43354794e-03
79,Neutral,IN,9.02762849e-07,4.97222529e-04,1.60442432e+04,3.99250746e-01,5.22350006e+01,1.48345490e+01,null,-5.83759462e-03,4.67212330e-21,3.99296451e-03
80,Neutral,IN,1.25672352e-06,4.73404070e-04,1.60300449e+04,3.98152411e-01,5.56143913e+01,1.82193336e+01,null,-5.99414110e-03,6.52660649e-21,2.73238914e-03
81,Neutral,IN,1.31277181e-06,4.35145746e-04,1.60461396e+04,3.97932589e-01,3.43615379e+01,8.67728615e+00,null,-4.74960078e-03,1.84753536e-21,4.74771671e-03
82,Neutral,IN,1.69907923e-06,4.16165101e-04,1.60380215e+04,3.95908326e-01,2.51724625e+01,7.28895950e+00,null,-2.40873382e-03,-2.63837981e-21,5.86228073e-03
83,Neutral,IN,7.87027261e-07,2.42737689e-04,1.60423320e+04,0.00000000e+00,2.99768799e+02,0.00000000e+00,5.40547609e+00,1.23456033e-04,0.00000000e+00,7.37824338e-03
84,Neutral,IN,1.59238289e-06,4.75409499e-04,1.60390693e+04,3.95802796e-01,1.54132065e+02,7.02207708e+00,null,1.22324942e-04,-2.56820617e-21,6.84043905e-03
85,Neutral,IN,1.64051983e-06,4.79377923e-04,1.60314463e+04,3.95849347e-01,2.85391483e+01,1.02108555e+01,null,1.31564928e-04,-5.51032545e-21,6.22485671e-03
86,Neutral,IN,7.72116152e-07,1.81624564e-04,1.60220586e+04,0.00000000e+00,2.98008118e+02,0.00000000e+00,4.93541241e+00,-6.99793873e-03,0.00000000e+00,1.12738773e-04
87,Neutral,IN,1.56633337e-06,4.12081339e-04,1.60219023e+04,3.95578593e-01,1.67411011e+02,1.05287437e+01,null,-6.47306442e-03,5.31208523e-21,1.84000601e-04
88,Neutral,IN,1.61653895e-06,4.78145143e-04,1.60188057e+04,3.95602167e-01,4.33587036e+01,1.68450947e+01,null,-5.86387049e-03,1.13933176e-20,2.31802231e-04
89,Neutral,IN,8.30846147e-07,2.40493711e-04,1.60423682e+04,0.00000000e+00,2.88395050e+02,0.00000000e+00,5.30508137e+00,-4.03753528e-03,0.00000000e+00,-5.10384003e-03
90,Neutral,IN,6.46890840e-07,2.41570175e-04,1.60636387e+04,0.00000000e+00,2.63137329e+02,0.00000000e+00,4.98793936e+00,-1.50721730e-03,0.00000000e+00,-6.81024557e-03
91,Neutral,IN,1.68331803e-06,4.32131928e-04,1.60374023e+04,3.94351363e-01,1.44203964e+02,6.87898731e+00,null,-3.67779075e-03,8.04610133e-21,-4.67095012e-03
92,Neutral,IN,1.73351975e-06,3.25495668e-04,1.60268525e+04,3.94172966e-01,3.59852715e+01,1.12755003e+01,null,-3.30563658e-03,1.72599684e-20,-4.13812324e-03
93,Neutral,IN,8.02423131e-07,1.87585989e-04,1.60296299e+04,0.00000000e+00,2.97671204e+02,0.00000000e+00,5.31649590e+00,-5.92604512e-03,0.00000000e+00,-2.70591560e-03
94,Neutral,IN,1.62401261e-06,4.33415902e-04,1.60256914e+04,3.94493133e-01,1.55390549e+02,8.58195877e+00,null,-5.45136817e-03,7.65982010e-21,-2.43677269e-03
95,Neutral,IN,1.67169071e-06,4.39351134e-04,1.60175430e+04,3.94402176e-01,4.07229538e+01,1.48165188e+01,null,-4.90962621e-03,1.64102326e-20,-2.12652422e-03
0,Neutral,LCA,6.24569836e-08,-1.13650287e-07,1.60000000e+04,3.34763825e-02,6.11043663e+01,-7.14739561e-02,null,7.92494863e-02,1.07939705e-01,1.31167481e-02
1,Neutral,LCA,6.88227360e-08,-1.07856386e-06,1.60000000e+04,2.38971021e-02,7.01453247e+01,-2.90005803e-02,null,7.93423429e-02,1.07927263e-01,1.30628701e-02
2,Neutral,LCA,4.23536584e-08,-1.62326535e-06,1.60000000e+04,1.91287305e-02,6.92628784e+01,-2.36148536e-02,null,7.91724399e-02,1.08204514e-01,1.28049059e-02
3,Neutral,LCA,3.59963614e-08,-4.34334254e-07,1.60000000e+04,2.72140782e-02,6.38373947e+01,-5.14824986e-02,null,7.90952072e-02,1.08198278e-01,1.28729539e-02
4,Neutral,LCA,5.85719206e-08,-1.32134375e-07,1.60000000e+04,3.39879245e-02,5.75556908e+01,-7.24738836e-02,null,7.90683925e-02,1.08132549e-01,1.29856346e-02
5,Neutral,LCA,1.31642125e-07,-4.50463546e-07,1.60000000e+04,3.05764191e-02,6.82865982e+01,-4.15092111e-02,null,7.94503167e-02,1.07600875e-01,1.34372292e-02
6,Neutral,LCA,1.02082339e-07,-1.26940307e-07,1.60000000e+04,4.60609086e-02,5.32965622e+01,-1.19751275e-01,null,7.91256577e-02,1.07800029e-01,1.34075256e-02
7,Neutral,LCA,1.21548780e-07,-1.19464218e-07,1.60000000e+04,4.61471528e-02,5.71776428e+01,-1.06463075e-01,null,7.91980177e-02,1.07669160e-01,1.35353133e-02
8,Neutral,LCA,8.90853897e-08,-2.14092523e-07,1.60000000e+04,4.51187156e-02,4.49240456e+01,-1.21682405e-01,null,7.88551718e-02,1.08158350e-01,1.31132221e-02
9,Neutral,LCA,1.34283042e-07,-2.17847742e-07,1.60000000e+04,5.41224405e-02,4.11131783e+01,-1.65422976e-01,null,7.88242519e-02,1.07990198e-01,1.33725470e-02
10,Neutral,LCA,1.57137805e-07,-3.19924482e-07,1.60000000e+04,6.63007200e-02,3.61670876e+01,-2.46486485e-01,null,7.84896612e-02,1.08038820e-01,1.35613680e-02
11,Neutral,LCA,2.24853764e-07,-6.52588596e-07,1.60000000e+04,7.50376955e-02,2.94424286e+01,-2.47196823e-01,null,7.84372389e-02,1.07974246e-01,1.36920987e-02
12,Neutral,LCA,2.81700437e-07,-5.85564180e-07,1.60000000e+04,7.16143847e-02,3.07581367e+01,-1.49893701e-01,null,7.87007883e-02,1.07620038e-01,1.39859645e-02
13,Neutral,LCA,1.79323351e-07,-2.20227975e-07,1.60000000e+04,5.74857444e-02,4.58939590e+01,-1.05906606e-01,null,7.90598616e-02,1.07495949e-01,1.38840796e-02
14,Neutral,LCA,1.62380971e-07,-6.72463557e-06,1.60000000e+04,3.51073667e-02,6.49026108e+01,-3.76379490e-02,null,7.94797838e-02,1.07241109e-01,1.39186401e-02
15,Neutral,LCA,1.61530394e-07,-6.32939236e-06,1.60000000e+04,5.13750613e-02,5.30355301e+01,-6.21079206e-02,null,7.91905075e-02,1.07350849e-01,1.39870392e-02
16,Neutral,LCA,5.64639642e-08,-3.58379992e-07,1.60000000e+04,3.62063721e-02,6.09486351e+01,-8.53746533e-02,null,7.87122473e-02,1.08447842e-01,1.28173931e-02
17,Neutral,LCA,1.06458444e-07,-2.28219932e-07,1.60000000e+04,4.76443805e-02,4.61746902e+01,-1.53041869e-01,null,7.86553547e-02,1.08335763e-01,1.30181126e-02
18,Neutral,LCA,4.10806109e-08,-6.46452463e-07,1.60000000e+04,2.69041825e-02,6.52393112e+01,-5.26967943e-02,null,7.88976848e-02,1.08380981e-01,1.27686691e-02
