Node Number,Height,Location,Area,Mass Flow,Pressure,Velocity,Velocity.Curl,Velocity.Helicity,Wall Shear,X,Y,Z
297,Neutral,RCA,1.11213495e-07,-2.11932584e-05,1.60000000e+04,1.25835948e-02,6.41089325e+01,1.71225145e-03,null,5.32097332e-02,1.33440331e-01,4.45837947e-03
298,Neutral,RCA,1.09300828e-07,-2.00685263e-05,1.60000000e+04,2.29221061e-02,6.68695145e+01,8.28770734e-03,null,5.35435677e-02,1.32839859e-01,4.32973308e-03
299,Neutral,RCA,1.20290139e-07,-1.38371124e-05,1.60000000e+04,2.47688368e-02,6.79377365e+01,6.84371963e-03,null,5.32014892e-02,1.33409843e-01,4.29538032e-03
300,Neutral,RCA,3.15882041e-08,-1.26015152e-06,1.60000879e+04,0.00000000e+00,5.48477745e+01,0.00000000e+00,4.08651859e-01,5.18714339e-02,1.35257423e-01,2.81061139e-03
301,Neutral,RCA,4.32880469e-08,-9.99756412e-06,1.60000947e+04,0.00000000e+00,5.69953156e+01,0.00000000e+00,4.32767093e-01,5.20842075e-02,1.35045752e-01,3.35568679e-03
302,Neutral,RCA,9.01569877e-08,-1.17904974e-05,1.60000000e+04,1.14615085e-02,6.27513237e+01,8.20770860e-04,null,5.21306358e-02,1.34948358e-01,3.28691513e-03
303,Neutral,RCA,6.61884201e-08,-3.72450017e-06,1.60000000e+04,9.77828726e-03,6.07067146e+01,2.20602006e-03,null,5.19215018e-02,1.35162532e-01,2.77359295e-03
304,Neutral,RCA,9.85512543e-08,-1.79992549e-06,1.60000000e+04,2.21673548e-02,6.58095398e+01,-1.89216435e-03,null,5.21856435e-02,1.34833872e-01,3.20872338e-03
305,Neutral,RCA,7.31213490e-08,-6.70294912e-06,1.60000000e+04,1.91125236e-02,6.47992630e+01,1.84834003e-03,null,5.19806668e-02,1.35050997e-01,2.73201754e-03
306,Neutral,RCA,5.62253710e-08,-5.22831215e-06,1.60000918e+04,0.00000000e+00,5.86913757e+01,0.00000000e+00,4.46040034e-01,5.28026558e-02,1.34102538e-01,4.35864646e-03
307,Neutral,RCA,1.16446472e-07,-9.17204216e-06,1.60000000e+04,1.31523740e-02,6.46363602e+01,8.74191523e-04,null,5.28185070e-02,1.34040385e-01,4.22916375e-03
308,Neutral,RCA,5.32306004e-08,-1.09946632e-05,1.60000977e+04,0.00000000e+00,5.84638557e+01,0.00000000e+00,4.49028194e-01,5.24076149e-02,1.34651214e-01,3.91730852e-03
309,Neutral,RCA,1.10500601e-07,-1.33995572e-05,1.60000000e+04,1.27767697e-02,6.41883850e+01,1.26705319e-03,null,5.24424277e-02,1.34564027e-01,3.81385698e-03
310,Neutral,RCA,1.25927471e-07,-6.16142279e-06,1.60000000e+04,2.54793800e-02,6.72791595e+01,1.67751312e-03,null,5.28358445e-02,1.33969828e-01,4.07810695e-03
311,Neutral,RCA,1.19913352e-07,-2.40804616e-06,1.60000000e+04,2.45768633e-02,6.63064117e+01,-5.53831458e-04,null,5.24830520e-02,1.34462550e-01,3.69400368e-03
312,Neutral,RCA,2.94474134e-09,-6.94342219e-08,1.60000498e+04,0.00000000e+00,7.51318512e+01,0.00000000e+00,4.92100418e-01,5.28671630e-02,1.32656872e-01,-5.41236077e-04
313,Neutral,RCA,6.40042286e-09,-3.83325158e-07,1.60000000e+04,3.62839084e-03,8.43807373e+01,-1.94980600e-03,null,5.28699122e-02,1.32661238e-01,-5.08182915e-04
314,Neutral,RCA,7.52316787e-09,-3.24926049e-07,1.60000000e+04,7.36768777e-03,9.29987183e+01,-5.05020283e-03,null,5.28736338e-02,1.32665738e-01,-4.68590879e-04
315,Neutral,RCA,2.64850293e-08,-8.08193090e-06,1.60000781e+04,0.00000000e+00,5.17712517e+01,0.00000000e+00,3.95481288e-01,5.16787358e-02,1.35096148e-01,1.02274527e-03
316,Neutral,RCA,5.56083286e-08,-1.84787132e-05,1.60000000e+04,8.49735737e-03,5.74892693e+01,1.40801817e-03,null,5.17321229e-02,1.35015696e-01,1.05926720e-03
317,Neutral,RCA,6.19823481e-08,-1.04010160e-05,1.60000000e+04,1.66682117e-02,6.31364174e+01,4.84783202e-03,null,5.17945066e-02,1.34922117e-01,1.10356417e-03
318,Neutral,RCA,4.09039158e-09,-2.42722393e-07,1.60000518e+04,0.00000000e+00,7.37503052e+01,0.00000000e+00,4.85267282e-01,5.27721755e-02,1.32816091e-01,-5.47317672e-04
319,Neutral,RCA,6.23935925e-09,-4.91401522e-07,1.60000576e+04,0.00000000e+00,7.03659973e+01,0.00000000e+00,4.69475508e-01,5.26583493e-02,1.33011833e-01,-5.36478590e-04
320,Neutral,RCA,1.34529454e-08,-3.43468696e-06,1.60000000e+04,5.22494176e-03,7.85301437e+01,-4.71071433e-03,null,5.26665635e-02,1.33011416e-01,-4.86948324e-04
321,Neutral,RCA,8.86252316e-09,-6.22403036e-07,1.60000000e+04,4.22238745e-03,8.25875626e+01,-1.09034241e-03,null,5.27767912e-02,1.32818803e-01,-5.08722500e-04
322,Neutral,RCA,1.56540132e-08,-2.96129042e-06,1.60000000e+04,1.05798142e-02,8.38261566e+01,-1.20092435e-02,null,5.26770316e-02,1.33009747e-01,-4.28063882e-04
323,Neutral,RCA,1.03849693e-08,-3.98349101e-07,1.60000000e+04,8.55467189e-03,8.94374619e+01,-3.79923848e-03,null,5.27828857e-02,1.32821053e-01,-4.62618045e-04
324,Neutral,RCA,1.06555458e-08,-3.47057181e-07,1.60000713e+04,0.00000000e+00,6.66618347e+01,0.00000000e+00,4.59240645e-01,5.25293909e-02,1.33240864e-01,-4.97502973e-04
325,Neutral,RCA,1.82661033e-08,-1.57758609e-06,1.60000820e+04,0.00000000e+00,6.33620529e+01,0.00000000e+00,4.57495749e-01,5.23580201e-02,1.33560300e-01,-3.90390895e-04
326,Neutral,RCA,3.88429946e-08,-1.29791188e-05,1.60000000e+04,8.12872872e-03,6.98098450e+01,-8.88783298e-03,null,5.23816198e-02,1.33541688e-01,-3.12072632e-04
327,Neutral,RCA,2.28113919e-08,-9.03808359e-06,1.60000000e+04,6.57630339e-03,7.39484482e+01,-8.17041099e-03,null,5.25435098e-02,1.33234382e-01,-4.33579378e-04
328,Neutral,RCA,4.40136887e-08,-1.15290632e-05,1.60000000e+04,1.59801152e-02,7.37197495e+01,-2.00239606e-02,null,5.24103567e-02,1.33518040e-01,-2.20347181e-04
329,Neutral,RCA,2.62108717e-08,-8.70040458e-06,1.60000000e+04,1.31382206e-02,7.85177612e+01,-1.95839517e-02,null,5.25609851e-02,1.33225396e-01,-3.58019519e-04
330,Neutral,RCA,2.61942326e-08,-2.16908597e-06,1.60000908e+04,0.00000000e+00,6.01907005e+01,0.00000000e+00,4.51723158e-01,5.21525927e-02,1.33964702e-01,-1.83221942e-04
331,Neutral,RCA,3.15364481e-08,-7.17997818e-06,1.60000947e+04,0.00000000e+00,5.66033516e+01,0.00000000e+00,4.35008615e-01,5.19521758e-02,1.34389937e-01,1.31379624e-04
332,Neutral,RCA,6.63747315e-08,-1.44730529e-05,1.60000000e+04,9.84226167e-03,6.21310005e+01,-9.55896825e-03,null,5.19981012e-02,1.34335041e-01,2.15257023e-04
333,Neutral,RCA,5.54030422e-08,-1.42804793e-05,1.60000000e+04,9.37428232e-03,6.60023804e+01,-9.97648574e-03,null,5.21879643e-02,1.33928373e-01,-9.68135646e-05
334,Neutral,RCA,7.35803596e-08,-7.33495381e-06,1.60000000e+04,1.90067030e-02,6.55212708e+01,-1.69444084e-02,null,5.20546734e-02,1.34264424e-01,3.07601120e-04
335,Neutral,RCA,6.19577065e-08,-1.22719166e-05,1.60000000e+04,1.81858186e-02,6.92548447e+01,-2.00574752e-02,null,5.22310212e-02,1.33882552e-01,2.54781480e-06
336,Neutral,RCA,3.20833422e-08,-1.45472950e-05,1.60000938e+04,0.00000000e+00,5.27955589e+01,0.00000000e+00,4.09122616e-01,5.17819747e-02,1.34791911e-01,5.48329961e-04
337,Neutral,RCA,6.70696707e-08,-2.53302806e-05,1.60000000e+04,9.39755421e-03,5.81879883e+01,-5.26024960e-03,null,5.18353134e-02,1.34720340e-01,6.17098995e-04
338,Neutral,RCA,7.43166808e-08,-1.07917585e-05,1.60000000e+04,1.83063410e-02,6.27451553e+01,-6.91887364e-03,null,5.19001819e-02,1.34630069e-01,6.88985048e-04
0,Neutral,RSU,2.84617386e-07,-3.98900602e-06,1.60000000e+04,1.11037537e-01,2.17941399e+01,3.30448836e-01,null,4.23207171e-02,1.21207334e-01,-1.90368183e-02
1,Neutral,RSU,2.76041789e-07,-4.99638145e-06,1.60000000e+04,9.76378024e-02,7.06162262e+01,5.52033782e-01,null,4.22297679e-02,1.21365562e-01,-1.93652380e-02
2,Neutral,RSU,1.52316204e-07,-3.28875976e-05,1.60000000e+04,8.52697268e-02,9.37112427e+01,6.43852115e-01,null,4.15763557e-02,1.21517576e-01,-1.90908015e-02
3,Neutral,RSU,1.45230132e-07,-3.17030281e-05,1.60000000e+04,9.97100845e-02,5.42801819e+01,6.60429955e-01,null,4.16293852e-02,1.21439449e-01,-1.89371035e-02
4,Neutral,RSU,2.74422973e-07,-2.37697691e-06,1.60000000e+04,1.08351007e-01,2.14622154e+01,4.16916609e-01,null,4.19538021e-02,1.21256456e-01,-1.87857822e-02
5,Neutral,RSU,4.32056311e-07,-1.92244693e-06,1.60000000e+04,6.86260536e-02,2.23797741e+01,5.21681130e-01,null,4.08470891e-02,1.20520189e-01,-1.56630687e-02
6,Neutral,RSU,3.85041403e-07,-5.34949231e-06,1.60000000e+04,5.56249917e-02,2.46368084e+01,3.19993734e-01,null,4.06726189e-02,1.20361544e-01,-1.50569249e-02
7,Neutral,RSU,3.69663496e-07,-4.23354049e-06,1.60000000e+04,4.63696532e-02,2.36418686e+01,2.43226364e-01,null,4.08771858e-02,1.20145306e-01,-1.46917626e-02
8,Neutral,RSU,4.57647502e-07,-3.08978110e-06,1.60000000e+04,4.60098013e-02,2.01786766e+01,2.84352392e-01,null,4.11838666e-02,1.20010667e-01,-1.46512995e-02
9,Neutral,RSU,5.22851735e-07,-2.68211488e-06,1.60000000e+04,5.21092825e-02,1.98606415e+01,3.76870722e-01,null,4.17587571e-02,1.19988479e-01,-1.51911154e-02
10,Neutral,RSU,5.56641226e-07,-1.99924011e-06,1.60000000e+04,6.36358783e-02,2.19652538e+01,4.96682942e-01,null,4.17426154e-02,1.20153949e-01,-1.56168714e-02
11,Neutral,RSU,4.85401870e-07,-2.04619414e-06,1.60000000e+04,7.32298419e-02,2.11662045e+01,6.10899627e-01,null,4.12364192e-02,1.20452091e-01,-1.58867110e-02
12,Neutral,RSU,2.23343932e-07,-2.58149375e-05,1.60000000e+04,5.07681118e-03,1.06422844e+01,6.70851674e-04,null,4.24644649e-02,1.18655480e-01,-1.23613663e-02
13,Neutral,RSU,2.63693380e-07,-1.00405186e-05,1.60000000e+04,6.53859507e-03,1.34602633e+01,-5.81218395e-03,null,4.31162305e-02,1.18374348e-01,-1.22887325e-02
14,Neutral,RSU,2.34919796e-07,-8.81144206e-06,1.60000000e+04,1.08554531e-02,1.49374466e+01,-6.01690076e-03,null,4.31008264e-02,1.18544333e-01,-1.27273351e-02
15,Neutral,RSU,2.71982742e-07,-2.48500055e-05,1.60000000e+04,9.66140907e-03,1.31231871e+01,2.12292932e-03,null,4.25839759e-02,1.18734591e-01,-1.26975160e-02
16,Neutral,RSU,7.98173119e-07,-9.96392259e-07,1.60000000e+04,9.37061086e-02,2.26962681e+01,-1.01697588e+00,null,4.36260328e-02,1.19904518e-01,-1.69127379e-02
17,Neutral,RSU,6.06676110e-07,-5.85294060e-07,1.60000000e+04,9.26930904e-02,2.02460995e+01,-3.59292865e-01,null,4.28644605e-02,1.20279737e-01,-1.71225555e-02
18,Neutral,RSU,5.78508605e-07,-2.19709341e-06,1.60000000e+04,8.35613087e-02,2.16098099e+01,2.40501925e-01,null,4.23676670e-02,1.20327480e-01,-1.67324599e-02
19,Neutral,RSU,6.65222956e-07,-2.04022876e-06,1.60000000e+04,6.85802773e-02,2.22540760e+01,3.00741076e-01,null,4.23872918e-02,1.20076396e-01,-1.60813592e-02
20,Neutral,RSU,7.38935114e-07,-2.63526636e-06,1.60000000e+04,6.60312846e-02,2.22983036e+01,-8.78761858e-02,null,4.29766402e-02,1.19734965e-01,-1.57824010e-02
21,Neutral,RSU,8.96073573e-07,-3.20322920e-06,1.60000000e+04,8.20519552e-02,2.41250687e+01,-7.91269839e-01,null,4.36486118e-02,1.19638041e-01,-1.62235294e-02
22,Neutral,RSU,2.16896822e-07,-5.83589008e-06,1.60000000e+04,9.75947306e-02,8.54895172e+01,-2.69981265e-01,null,4.46019471e-02,1.20656312e-01,-1.99406426e-02
23,Neutral,RSU,3.01099419e-07,-2.85023907e-05,1.60000000e+04,1.02839984e-01,7.25049973e+01,4.87862229e-02,null,4.38616388e-02,1.20913252e-01,-1.98562872e-02
24,Neutral,RSU,2.96528015e-07,-2.69464817e-05,1.60000000e+04,1.16693899e-01,2.13977394e+01,-5.11580527e-01,null,4.38803099e-02,1.20732792e-01,-1.93930715e-02
25,Neutral,RSU,3.52450456e-07,-4.58992372e-06,1.60000000e+04,1.19122297e-01,1.49844027e+01,-9.74273086e-01,null,4.40193415e-02,1.20645173e-01,-1.93036329e-02
26,Neutral,RSU,2.13708859e-07,-5.31379555e-06,1.60000000e+04,1.14394419e-01,3.43689003e+01,-1.02082396e+00,null,4.45720367e-02,1.20560303e-01,-1.96526907e-02
27,Neutral,RSU,2.07208700e-07,-8.20427977e-06,1.60000000e+04,5.86684979e-02,7.93061295e+01,4.17768121e-01,null,4.00042459e-02,1.21327095e-01,-1.69427916e-02
28,Neutral,RSU,2.59730399e-07,-3.59352953e-06,1.60000000e+04,5.01779020e-02,6.81541824e+01,3.04563284e-01,null,3.98257524e-02,1.21104509e-01,-1.61614325e-02
29,Neutral,RSU,2.51378452e-07,-1.66724010e-06,1.60000000e+04,6.85434788e-02,4.00740623e+01,5.41805983e-01,null,4.01743650e-02,1.20964125e-01,-1.61492825e-02
30,Neutral,RSU,3.02464429e-07,-3.46510978e-06,1.60000000e+04,8.03844258e-02,3.31985550e+01,6.73654795e-01,null,4.04306576e-02,1.21040143e-01,-1.66197456e-02
31,Neutral,RSU,2.05945085e-07,-9.54630013e-06,1.60000000e+04,7.72382542e-02,4.74263420e+01,6.61170244e-01,null,4.02282514e-02,1.21224619e-01,-1.69021823e-02
32,Neutral,RSU,6.69038286e-07,-1.69650104e-06,1.60000000e+04,3.35037149e-02,2.07560234e+01,-4.58146930e-02,null,4.30806316e-02,1.18979298e-01,-1.38696516e-02
33,Neutral,RSU,8.02783575e-07,-3.80877009e-06,1.60000000e+04,5.10428548e-02,2.37305717e+01,-2.20017761e-01,null,4.33492884e-02,1.19194433e-01,-1.47250798e-02
34,Neutral,RSU,6.60395131e-07,-2.43081604e-06,1.60000000e+04,5.17898127e-02,2.07595348e+01,2.44862065e-02,null,4.29029167e-02,1.19506292e-01,-1.50939571e-02
35,Neutral,RSU,5.75538536e-07,-2.51865322e-06,1.60000000e+04,4.27661054e-02,1.89447956e+01,2.29811981e-01,null,4.23037037e-02,1.19646870e-01,-1.48454225e-02
36,Neutral,RSU,5.46036006e-07,-4.00966928e-06,1.60000000e+04,3.26326974e-02,1.72417755e+01,1.36723578e-01,null,4.21076827e-02,1.19474754e-01,-1.41807748e-02
37,Neutral,RSU,6.06593687e-07,-1.80956295e-06,1.60000000e+04,2.40609851e-02,1.74374771e+01,5.95485494e-02,null,4.24263701e-02,1.19185627e-01,-1.37396185e-02
38,Neutral,RSU,6.15092233e-07,-2.10712346e-06,1.60000000e+04,1.14258036e-01,1.75742817e+01,-1.41792393e+00,null,4.37921174e-02,1.20338850e-01,-1.82475112e-02
39,Neutral,RSU,7.89065439e-07,-8.86299858e-07,1.60000000e+04,1.07710250e-01,2.24301281e+01,-1.71011984e+00,null,4.41362597e-02,1.19896457e-01,-1.74229667e-02
40,Neutral,RSU,7.75722981e-07,-1.24865551e-06,1.60000000e+04,1.13715023e-01,2.32123699e+01,-2.24425817e+00,null,4.47165780e-02,1.19673938e-01,-1.74326282e-02
41,Neutral,RSU,6.28427472e-07,-2.10016015e-06,1.60000000e+04,1.20470650e-01,1.91696472e+01,-2.29104090e+00,null,4.51719761e-02,1.19824141e-01,-1.83090102e-02
42,Neutral,RSU,5.15218005e-07,-3.43015608e-06,1.60000000e+04,1.21014073e-01,1.59484186e+01,-1.88111508e+00,null,4.49248031e-02,1.20061889e-01,-1.86872892e-02
43,Neutral,RSU,6.20814887e-07,-3.79947505e-06,1.60000000e+04,1.20996661e-01,1.38781977e+01,-1.51522791e+00,null,4.41381223e-02,1.20377511e-01,-1.87115315e-02
44,Neutral,RSU,3.08936478e-07,-2.33562923e-06,1.60000000e+04,6.64591268e-02,3.15397549e+01,4.48149085e-01,null,4.02688868e-02,1.20823108e-01,-1.58706289e-02
45,Neutral,RSU,4.94479195e-07,-3.79747507e-06,1.60000000e+04,8.44338089e-02,2.02199688e+01,6.59278572e-01,null,4.12591733e-02,1.20634757e-01,-1.63989868e-02
46,Neutral,RSU,4.12150683e-07,-4.48541869e-06,1.60000000e+04,8.94745290e-02,1.86227493e+01,7.15997696e-01,null,4.08700556e-02,1.20900847e-01,-1.67051349e-02
47,Neutral,RSU,2.48913182e-07,-5.33422553e-06,1.60000000e+04,1.02734007e-01,4.93906136e+01,-1.71513343e+00,null,4.66646552e-02,1.19372703e-01,-1.86573230e-02
48,Neutral,RSU,2.32810862e-07,-4.27903251e-06,1.60000000e+04,8.15757439e-02,8.82043304e+01,-8.31985116e-01,null,4.68729064e-02,1.19356304e-01,-1.88305061e-02
49,Neutral,RSU,2.43150936e-07,-1.25733432e-05,1.60000000e+04,8.45012814e-02,8.88381348e+01,-6.69777632e-01,null,4.63716350e-02,1.19738780e-01,-1.93310492e-02
50,Neutral,RSU,2.13090942e-07,-1.22835390e-05,1.60000000e+04,1.05735347e-01,4.64794426e+01,-1.52146995e+00,null,4.61006612e-02,1.19728126e-01,-1.90201160e-02
51,Neutral,RSU,3.10202182e-07,-5.10334530e-06,1.60000000e+04,1.11687101e-01,3.62252045e+01,-1.82074785e+00,null,4.61018495e-02,1.19688943e-01,-1.89165529e-02
52,Neutral,RSU,1.92088422e-07,-2.84639759e-06,1.60000000e+04,3.70418839e-02,6.17226868e+01,1.34915829e-01,null,3.97402607e-02,1.20848790e-01,-1.53883770e-02
53,Neutral,RSU,1.99204521e-07,-2.51360939e-06,1.60000000e+04,5.14102653e-02,4.21502151e+01,2.72797704e-01,null,3.99205610e-02,1.20783232e-01,-1.54009461e-02
54,Neutral,RSU,3.40583028e-07,-7.03037074e-07,1.60000000e+04,1.04124114e-01,3.86806679e+01,-1.88747370e+00,null,4.69774045e-02,1.18737541e-01,-1.72844566e-02
55,Neutral,RSU,5.52616598e-07,-3.95887673e-06,1.60000000e+04,1.12818755e-01,2.25823288e+01,-2.22260499e+00,null,4.62626517e-02,1.18937351e-01,-1.70739293e-02
56,Neutral,RSU,6.76438276e-07,-4.37171138e-06,1.60000000e+04,1.08899377e-01,2.27029133e+01,-2.13937354e+00,null,4.62656319e-02,1.18643932e-01,-1.62922442e-02
57,Neutral,RSU,3.74544584e-07,-1.15560169e-06,1.60000000e+04,1.00027397e-01,3.76988602e+01,-1.90447783e+00,null,4.68897745e-02,1.18362993e-01,-1.61913447e-02
58,Neutral,RSU,2.78828310e-07,-7.86894930e-07,1.60000000e+04,9.54068005e-02,4.74076920e+01,-1.80419230e+00,null,4.72294204e-02,1.18500084e-01,-1.69120133e-02
59,Neutral,RSU,3.26252461e-07,-3.56001328e-05,1.60000000e+04,7.08410814e-02,7.29253769e+01,-9.01220798e-01,null,4.73676622e-02,1.18122958e-01,-1.60474200e-02
60,Neutral,RSU,2.74995557e-07,-6.60816056e-07,1.60000000e+04,7.47711509e-02,7.98520889e+01,-9.80501413e-01,null,4.74790484e-02,1.18405782e-01,-1.69199575e-02
61,Neutral,RSU,3.03396178e-07,-3.61082639e-05,1.60000000e+04,9.03722122e-02,4.65682640e+01,-1.57271075e+00,null,4.69908640e-02,1.18274115e-01,-1.60589796e-02
62,Neutral,RSU,8.29344685e-07,-5.32330114e-06,1.60000000e+04,1.03828155e-01,2.30782490e+01,-2.02467752e+00,null,4.56647202e-02,1.18695930e-01,-1.58050172e-02
63,Neutral,RSU,8.19299316e-07,-2.60424531e-06,1.60000000e+04,9.35273841e-02,2.46830711e+01,-1.51972508e+00,null,4.57608476e-02,1.18450485e-01,-1.52487233e-02
64,Neutral,RSU,4.83610506e-07,-3.94863309e-06,1.60000000e+04,8.54939446e-02,3.32464180e+01,-1.21538448e+00,null,4.64866534e-02,1.18087821e-01,-1.50352027e-02
65,Neutral,RSU,3.48037986e-07,-3.83685583e-05,1.60000000e+04,8.40334892e-02,4.10970688e+01,-1.23055482e+00,null,4.67621051e-02,1.18047103e-01,-1.52133843e-02
66,Neutral,RSU,2.57391832e-07,-1.81973446e-05,1.60000000e+04,1.06528103e-02,1.50315208e+01,9.02062468e-03,null,4.21250276e-02,1.19019352e-01,-1.29808038e-02
67,Neutral,RSU,2.82705884e-07,-1.89603998e-05,1.60000000e+04,6.34488231e-03,1.25710325e+01,5.74619649e-03,null,4.18333597e-02,1.18996859e-01,-1.26166623e-02
68,Neutral,RSU,1.37042463e-07,-3.21118932e-05,1.60000000e+04,7.57414997e-02,9.73560257e+01,6.30951047e-01,null,4.10554111e-02,1.21585220e-01,-1.87287610e-02
69,Neutral,RSU,1.36020660e-07,-3.09919342e-05,1.60000000e+04,9.36573520e-02,5.66799240e+01,7.18921065e-01,null,4.11583483e-02,1.21504031e-01,-1.86189022e-02
70,Neutral,RSU,7.44792885e-07,-3.32180844e-06,1.60000000e+04,7.85255581e-02,2.60318089e+01,-9.87098694e-01,null,4.51746918e-02,1.18402123e-01,-1.45084579e-02
71,Neutral,RSU,5.11490725e-07,-4.75698907e-05,1.60000000e+04,6.59842342e-02,2.95002575e+01,-6.50497317e-01,null,4.54792455e-02,1.18132912e-01,-1.41058331e-02
72,Neutral,RSU,3.27756140e-07,-4.64678160e-05,1.60000000e+04,6.38402328e-02,3.89376411e+01,-6.46518767e-01,null,4.62431684e-02,1.17855467e-01,-1.41599746e-02
73,Neutral,RSU,3.01337622e-07,-3.56411965e-06,1.60000000e+04,6.82456717e-02,4.22578735e+01,-7.89858580e-01,null,4.65147607e-02,1.17849223e-01,-1.44263497e-02
74,Neutral,RSU,1.96253424e-07,-1.27552903e-05,1.60000000e+04,8.67796391e-02,9.19140472e+01,-5.43577552e-01,null,4.57903408e-02,1.20106444e-01,-1.97085496e-02
75,Neutral,RSU,1.91164361e-07,-1.35250611e-05,1.60000000e+04,1.06579937e-01,5.03241653e+01,-1.37672758e+00,null,4.56175916e-02,1.20063610e-01,-1.94139387e-02
76,Neutral,RSU,2.33695914e-07,-8.09704034e-06,1.60000000e+04,2.15545911e-02,2.35122242e+01,4.38328609e-02,null,4.08343226e-02,1.19762383e-01,-1.36229098e-02
77,Neutral,RSU,3.12977477e-07,-2.57546890e-06,1.60000000e+04,2.37059742e-02,2.04136486e+01,6.89277351e-02,null,4.11699116e-02,1.19648226e-01,-1.36673497e-02
78,Neutral,RSU,4.78985839e-07,-4.45654041e-06,1.60000000e+04,3.28817181e-02,1.90582905e+01,1.54057577e-01,null,4.14175019e-02,1.19716235e-01,-1.41072972e-02
79,Neutral,RSU,2.44610845e-07,-6.22715061e-06,1.60000000e+04,3.20434161e-02,2.66232986e+01,7.94283897e-02,null,4.03989367e-02,1.20148584e-01,-1.42020751e-02
80,Neutral,RSU,1.95346587e-07,-9.76573847e-06,1.60000000e+04,2.32232418e-02,2.55343037e+01,4.30034623e-02,null,4.04131636e-02,1.20061092e-01,-1.39828995e-02
81,Neutral,RSU,4.77857952e-07,-3.45169792e-06,1.60000000e+04,9.94750336e-02,1.45872726e+01,4.52764213e-01,null,4.17161956e-02,1.20859809e-01,-1.74772423e-02
82,Neutral,RSU,4.09872513e-07,-5.63014191e-06,1.60000000e+04,9.72262770e-02,1.58511620e+01,6.51091099e-01,null,4.11103368e-02,1.21061951e-01,-1.73864514e-02
83,Neutral,RSU,5.30452610e-07,-3.90738569e-06,1.60000000e+04,8.99028778e-02,2.03466358e+01,5.14828384e-01,null,4.19219844e-02,1.20555498e-01,-1.68778189e-02
84,Neutral,RSU,4.06574770e-07,-2.27003352e-06,1.60000000e+04,1.78330522e-02,1.91085358e+01,-2.92211473e-02,null,4.32613231e-02,1.18533961e-01,-1.28668658e-02
85,Neutral,RSU,6.61295985e-07,-2.81241091e-06,1.60000000e+04,3.13870385e-02,2.19859390e+01,-1.09072238e-01,null,4.33455110e-02,1.18774153e-01,-1.35970367e-02
86,Neutral,RSU,4.00931270e-07,-2.81422172e-06,1.60000000e+04,1.59642417e-02,1.67448711e+01,3.23801152e-02,null,4.20883484e-02,1.19112141e-01,-1.31907584e-02
87,Neutral,RSU,2.28984277e-07,-9.92848618e-06,1.60000000e+04,1.19920205e-02,2.32671833e+01,8.79998505e-03,null,4.06145379e-02,1.19738109e-01,-1.33289108e-02
88,Neutral,RSU,2.93209439e-07,-3.80120923e-06,1.60000000e+04,9.27368272e-03,1.74992790e+01,8.29333253e-03,null,4.11945432e-02,1.19378343e-01,-1.29711758e-02
89,Neutral,RSU,3.17635937e-07,-3.13325654e-06,1.60000000e+04,1.54501852e-02,1.83735504e+01,3.27654667e-02,null,4.13890406e-02,1.19418234e-01,-1.32806003e-02
90,Neutral,RSU,2.40107681e-07,-5.45016974e-06,1.60000000e+04,4.70881946e-02,3.82665024e+01,1.99930847e-01,null,4.01155092e-02,1.20560780e-01,-1.50091574e-02
91,Neutral,RSU,2.49431508e-07,-2.83016948e-06,1.60000000e+04,9.93035883e-02,3.00445194e+01,5.72640777e-01,null,4.11720499e-02,1.21368200e-01,-1.82698760e-02
92,Neutral,RSU,3.67316602e-07,-2.25436861e-06,1.60000000e+04,1.08111717e-01,1.21962357e+01,3.84346724e-01,null,4.18020450e-02,1.21093132e-01,-1.81907807e-02
93,Neutral,RSU,3.02507004e-07,-5.73749730e-06,1.60000000e+04,1.17090847e-02,2.14900379e+01,-2.23470312e-02,null,4.38779853e-02,1.18123807e-01,-1.24125844e-02
94,Neutral,RSU,3.36474614e-07,-4.48055016e-06,1.60000000e+04,1.92252677e-02,2.31230221e+01,-6.07672371e-02,null,4.38337363e-02,1.18238777e-01,-1.26739554e-02
95,Neutral,RSU,3.11997496e-07,-2.90049911e-06,1.60000000e+04,4.89222780e-02,5.92668495e+01,-3.82183790e-01,null,4.68091033e-02,1.17684364e-01,-1.42921833e-02
96,Neutral,RSU,3.49017256e-07,-3.78751538e-05,1.60000000e+04,6.15079738e-02,6.52346802e+01,-5.96645713e-01,null,4.71627861e-02,1.17863849e-01,-1.51408641e-02
97,Neutral,RSU,1.41226764e-07,-5.33023831e-06,1.60000000e+04,9.11109820e-02,9.47373657e+01,-4.59844053e-01,null,4.52222303e-02,1.20399795e-01,-1.99010521e-02
98,Neutral,RSU,2.00744978e-07,-2.13564799e-05,1.60000000e+04,1.15050763e-01,3.19181232e+01,-1.29911149e+00,null,4.48061153e-02,1.20442696e-01,-1.95820928e-02
99,Neutral,RSU,1.21689283e-07,-2.11232509e-05,1.60000000e+04,1.07193902e-01,4.78811378e+01,-1.26454186e+00,null,4.51934226e-02,1.20373674e-01,-1.98011603e-02
100,Neutral,RSU,1.94286173e-07,-9.85479437e-06,1.60000000e+04,8.29783157e-02,4.65721970e+01,7.40190268e-01,null,4.05176617e-02,1.21350683e-01,-1.75409876e-02
